Contact ID,Team Member ID,Role,Team: Team ID,Program Cohort: Program Cohort Name,Start Date,Gender,"Hispanic, Latino, or Spanish origin",Race - American Indian or Alaska Native,Race - Asian,Race - Black or African American,Race - Hawaiian or Other Pac. Islander,Race - Other,Race - White
0033900002JyTNv,TM-47965,Team Lead,a2639000005izTP,E-Team Stage 1 Summer 2018 Cohort,7/26/18,,,1,0,0,0,1,1
0033900002LmsNX,TM-48135,Team Member,a26390000069rFW,E-Team Stage 1 Summer 2018 Cohort,7/26/18,Female,Yes,1,0,0,1,1,1
0033900002C4wyW,TM-48134,Team Lead,a26390000069rFW,E-Team Stage 1 Summer 2018 Cohort,7/26/18,Male,Prefer not to answer,0,1,0,1,1,1
0033900002EYpzB,TM-48101,Team Member,a2639000006FPWv,E-Team Stage 1 Summer 2018 Cohort,7/26/18,Male,,1,1,1,0,1,1
0033900002KciD2,TM-47738,Team Member,a2639000005izTp,E-Team Stage 1 Summer 2018 Cohort,7/26/18,Female,,0,0,0,1,1,1
0033900002KBgux,TM-47963,Team Member,a2639000005vQiZ,E-Team Stage 1 Summer 2018 Cohort,7/26/18,,Prefer not to answer,1,1,1,1,0,0
0033900002KBpcv,TM-47737,Team Lead,a2639000005izTp,E-Team Stage 1 Summer 2018 Cohort,7/26/18,Prefer not to answer,Prefer not to answer,0,0,1,1,0,0
0033900002KciDX,TM-71307,Team Member,a2639000005j0Oq,E-Team Stage 1 Summer 2018 Cohort,7/26/18,,,1,1,1,1,1,0
0033900002K8de2,TM-48102,Team Lead,a2639000005izTt,E-Team Stage 1 Summer 2018 Cohort,7/26/18,Male,,0,1,1,1,0,1
00339000027baJJ,TM-47964,Team Lead,a2639000005vQiZ,E-Team Stage 1 Summer 2018 Cohort,7/26/18,Prefer not to answer,Prefer not to answer,0,0,1,1,1,0
0033900002KBlzo,TM-71302,Team Lead,a2639000005j0Oq,E-Team Stage 1 Summer 2018 Cohort,7/26/18,Female,No,1,0,1,1,0,0
0033900002C4xDD,TM-48140,Team Member,a2639000005izTs,E-Team Stage 1 Summer 2018 Cohort,7/26/18,Prefer not to answer,Yes,0,1,0,1,0,0
0033900002Be3Xj,TM-48144,Team Member,a2639000006FPX8,E-Team Stage 1 Summer 2018 Cohort,7/26/18,Prefer not to answer,,0,0,0,0,0,1
0033900002LnW7K,TM-48143,Team Member,a2639000005izTo,E-Team Stage 1 Summer 2018 Cohort,7/26/18,Prefer not to answer,Yes,0,1,1,1,0,0
00339000025X4f8,TM-48139,Team Lead,a2639000005izTs,E-Team Stage 1 Summer 2018 Cohort,7/26/18,,No,0,0,0,1,0,1
0033900002Lzxyh,TM-48197,Team Member,a2639000005izTk,E-Team Stage 1 Summer 2018 Cohort,7/26/18,Female,Prefer not to answer,1,1,1,0,0,0
0033900002C4scM,TM-48100,Team Lead,a2639000006FPWv,E-Team Stage 1 Summer 2018 Cohort,7/26/18,Another identity,Yes,0,0,1,0,1,0
0033900002ItfU5,TM-48110,Team Lead,a2639000005izTl,E-Team Stage 1 Summer 2018 Cohort,7/26/18,Male,,1,0,0,1,1,0
0033900002LmHWk,TM-48111,Team Member,a2639000005izTl,E-Team Stage 1 Summer 2018 Cohort,7/26/18,Prefer not to answer,,0,0,0,1,0,0
0033900002LzxDn,TM-48198,Team Member,a2639000005izTk,E-Team Stage 1 Summer 2018 Cohort,7/26/18,Prefer not to answer,Yes,0,1,0,0,0,0
0033900002J89i7,TM-48186,Team Member,a2639000005izTh,E-Team Stage 1 Summer 2018 Cohort,7/26/18,Another identity,Prefer not to answer,0,1,0,0,1,0
0033900002Jw8dF,TM-48188,Team Lead,a2639000005izTg,E-Team Stage 1 Summer 2018 Cohort,7/26/18,Another identity,,1,1,1,1,0,1
003390000270g0l,TM-42827,Team Lead,a26390000069r36,E-Team Stage 2 Spring 2018 Cohort,4/19/18,Prefer not to answer,Prefer not to answer,1,0,0,0,1,0
0033900002J8VvJ,TM-42828,Team Member,a26390000069r36,E-Team Stage 2 Spring 2018 Cohort,4/19/18,Another identity,Prefer not to answer,1,1,0,0,0,0
0033900002E19jK,TM-42831,Team Lead,a2639000005vQie,E-Team Stage 2 Spring 2018 Cohort,4/19/18,Another identity,,1,0,1,0,1,0
00339000027bp5i,TM-42836,Team Lead,a26390000069r3A,E-Team Stage 2 Spring 2018 Cohort,4/19/18,Another identity,,0,0,0,1,0,0
0033900002DUlkk,TM-42830,Team Lead,a2639000005vQie,E-Team Stage 2 Spring 2018 Cohort,4/19/18,Male,Prefer not to answer,1,0,1,0,0,1
0033900002Iu0w0,TM-42837,Team Member,a26390000069r3A,E-Team Stage 2 Spring 2018 Cohort,4/19/18,Male,Prefer not to answer,1,1,0,1,1,1
0033900002E0C9A,TM-42909,Team Member,a2639000005vQic,E-Team Stage 2 Spring 2018 Cohort,4/19/18,Prefer not to answer,Yes,1,1,1,0,0,1
0033900002Jj7WZ,TM-43197,Team Member,a26390000069r37,E-Team Stage 2 Spring 2018 Cohort,4/19/18,Prefer not to answer,No,1,0,0,0,0,1
0033900002Jf6WK,TM-43113,Team Member,a26390000069r37,E-Team Stage 2 Spring 2018 Cohort,4/19/18,Prefer not to answer,Prefer not to answer,0,0,1,0,1,0
0037000001sGG15,TM-43112,Team Lead,a26390000069r37,E-Team Stage 2 Spring 2018 Cohort,4/19/18,Prefer not to answer,Prefer not to answer,0,1,0,1,0,0
00339000027a2bw,TM-42826,Team Lead,a2639000005vQic,E-Team Stage 2 Spring 2018 Cohort,4/19/18,Another identity,No,1,1,1,1,0,0
0033900002J8WF9,TM-43157,Team Lead,a2639000006FPVV,E-Team Stage 2 Spring 2018 Cohort,4/19/18,Male,,1,1,0,0,1,1
0033900002JUBwT,TM-43158,Team Member,a2639000006FPVV,E-Team Stage 2 Spring 2018 Cohort,4/19/18,Male,Yes,1,0,1,1,1,0
003390000280zmi,TM-42798,Team Lead,a2639000005vQiQ,E-Team Stage 1 Spring 2018 Cohort,4/5/18,Male,No,1,0,1,1,1,1
0033900002ItPJz,TM-42799,Team Member,a2639000005vQiQ,E-Team Stage 1 Spring 2018 Cohort,4/5/18,Male,,1,0,1,0,0,1
0033900002Itf6B,TM-42800,Team Member,a2639000005vQiQ,E-Team Stage 1 Spring 2018 Cohort,4/5/18,Male,Yes,0,0,0,0,0,1
0033900002CcnLb,TM-42774,Team Lead,a2639000006EXVw,E-Team Stage 1 Spring 2018 Cohort,4/5/18,Prefer not to answer,Yes,0,0,1,0,1,0
0033900002FZdbr,TM-42775,Team Member,a2639000006FPXI,E-Team Stage 1 Spring 2018 Cohort,4/5/18,Male,Yes,1,0,0,0,1,0
003390000280gdL,TM-42776,Team Lead,a2639000006FPWu,E-Team Stage 1 Spring 2018 Cohort,4/5/18,Male,No,0,1,1,0,1,0
0033900002FXwz2,TM-42777,Team Lead,a2639000006FPX1,E-Team Stage 1 Spring 2018 Cohort,4/5/18,,Yes,0,0,1,1,1,1
0033900002FY4SR,TM-42778,Team Lead,a2639000006FPX2,E-Team Stage 1 Spring 2018 Cohort,4/5/18,,No,0,1,0,1,1,0
0033900002ItDzK,TM-42779,Team Member,a2639000006FPX2,E-Team Stage 1 Spring 2018 Cohort,4/5/18,Another identity,No,0,1,1,0,1,0
0033900002ItFfF,TM-42780,Team Member,a2639000006FPX2,E-Team Stage 1 Spring 2018 Cohort,4/5/18,Another identity,,0,1,1,0,0,1
0033900002EaDFq,TM-42781,Team Lead,a2639000006FPWx,E-Team Stage 1 Spring 2018 Cohort,4/5/18,Male,,1,1,0,0,0,1
0033900002ItlQL,TM-42782,Team Member,a2639000006FPWx,E-Team Stage 1 Spring 2018 Cohort,4/5/18,Another identity,Yes,1,0,0,1,0,0
0033900002ItmNL,TM-42783,Team Lead,a2639000006EXW4,E-Team Stage 1 Spring 2018 Cohort,4/5/18,Another identity,Prefer not to answer,0,0,1,0,0,1
0033900002ItpCU,TM-42784,Team Lead,a2639000006FPX0,E-Team Stage 1 Spring 2018 Cohort,4/5/18,Female,Prefer not to answer,1,1,1,1,1,1
0033900002ItpwN,TM-42785,Team Member,a2639000006FPX0,E-Team Stage 1 Spring 2018 Cohort,4/5/18,Female,Yes,1,1,1,0,0,1
0033900002ItpzC,TM-42786,Team Member,a2639000006FPX1,E-Team Stage 1 Spring 2018 Cohort,4/5/18,Female,Yes,0,1,1,0,0,0
0033900002IttA6,TM-42787,Team Lead,a2639000006FPWz,E-Team Stage 1 Spring 2018 Cohort,4/5/18,Male,No,1,0,1,0,1,0
0033900002FYOYh,TM-42788,Team Lead,a2639000006FPXI,E-Team Stage 1 Spring 2018 Cohort,4/5/18,,Yes,1,0,0,1,0,0
0033900002ItvSH,TM-42789,Team Member,a2639000006FPWu,E-Team Stage 1 Spring 2018 Cohort,4/5/18,Prefer not to answer,,0,0,0,0,0,1
0033900002ItzpM,TM-42790,Team Member,a2639000006EXVw,E-Team Stage 1 Spring 2018 Cohort,4/5/18,,,1,0,1,0,0,1
0033900002BfLjr,TM-42791,Team Lead,a2639000006FPWn,E-Team Stage 1 Spring 2018 Cohort,4/5/18,Another identity,No,0,1,1,1,0,0
0033900002Iu5iW,TM-42792,Team Member,a2639000006FPWz,E-Team Stage 1 Spring 2018 Cohort,4/5/18,,Yes,1,0,1,1,1,0
0033900002Iu5zF,TM-42793,Team Member,a2639000006FPWn,E-Team Stage 1 Spring 2018 Cohort,4/5/18,Prefer not to answer,,1,1,1,0,1,0
0033900002IuA1I,TM-42794,Team Lead,a2639000006FPWn,E-Team Stage 1 Spring 2018 Cohort,4/5/18,Male,Yes,1,0,1,1,0,0
0033900002Iue63,TM-42795,Team Member,a2639000006EXW4,E-Team Stage 1 Spring 2018 Cohort,4/5/18,Another identity,Yes,0,0,0,1,0,0
0033900002J87Pd,TM-42796,Team Member,a2639000006FPWw,E-Team Stage 1 Spring 2018 Cohort,4/5/18,Prefer not to answer,No,0,1,1,0,1,1
0033900002J8RMG,TM-42797,Team Member,a2639000006FPWw,E-Team Stage 1 Spring 2018 Cohort,4/5/18,,No,1,0,1,0,1,1
0033900002DSrXU,TM-42835,Team Member,a2639000006FPX0,E-Team Stage 1 Spring 2018 Cohort,4/5/18,Female,Prefer not to answer,1,1,1,1,1,0
003390000274H6x,TM-41836,Team Lead,a26390000069r34,ASPIRE for Life Sciences/MedTech 2018,2/26/18,Prefer not to answer,,1,0,1,0,1,1
00339000022ZTkR,TM-41935,Team Lead,a2639000005mlRw,ASPIRE for Life Sciences/MedTech 2018,2/26/18,Female,Yes,0,0,1,1,0,0
0033900002GEFSE,TM-41871,Team Member,a2639000005mlSK,ASPIRE for Life Sciences/MedTech 2018,2/26/18,Male,No,0,1,0,1,0,1
0033900002EaCQs,TM-41875,Team Lead,a2639000000TCQe,ASPIRE for Life Sciences/MedTech 2018,2/26/18,,Yes,1,0,0,1,1,1
00339000028nxQo,TM-41864,Team Member,a26390000069qzM,ASPIRE for Life Sciences/MedTech 2018,2/26/18,,,0,0,0,0,0,0
00339000020Wz7t,TM-41869,Team Lead,a2639000005URD7,ASPIRE for Life Sciences/MedTech 2018,2/26/18,Male,Prefer not to answer,0,1,0,1,0,1
0033900002GESUQ,TM-41874,Team Member,a2639000005mmJe,ASPIRE for Life Sciences/MedTech 2018,2/26/18,Female,No,1,1,1,1,1,0
0033900002FYSgc,TM-41877,Team Member,a2639000006FGvp,ASPIRE for Life Sciences/MedTech 2018,2/26/18,Male,Prefer not to answer,1,1,0,1,0,0
0033900002FZMsG,TM-41873,Team Lead,a2639000005mmJe,ASPIRE for Life Sciences/MedTech 2018,2/26/18,Prefer not to answer,Prefer not to answer,1,1,0,0,0,0
00339000023yLeg,TM-41870,Team Lead,a2639000005mmh6,ASPIRE for Life Sciences/MedTech 2018,2/26/18,Male,Yes,0,0,1,1,1,0
00339000027asZP,TM-41872,Team Lead,a2639000005mlSK,ASPIRE for Life Sciences/MedTech 2018,2/26/18,Another identity,Prefer not to answer,0,1,1,0,0,0
0033900002GDujA,TM-41863,Team Lead,a26390000069qzM,ASPIRE for Life Sciences/MedTech 2018,2/26/18,Female,Yes,0,1,1,1,1,0
0033900002GDaSt,TM-41876,Team Lead,a2639000006FGvp,ASPIRE for Life Sciences/MedTech 2018,2/26/18,Male,No,0,0,1,0,1,1
00339000027bnuc,TM-38632,Team Lead,a26390000069r3L,E-Team Stage 2 Winter 2018 Cohort,1/25/18,Female,Prefer not to answer,0,0,1,1,1,1
00339000029g7oL,TM-38572,Team Member,a26390000069r3L,E-Team Stage 2 Winter 2018 Cohort,1/25/18,,Prefer not to answer,1,1,0,1,0,1
00339000029fpYr,TM-38525,Team Lead,a26390000069r3a,E-Team Stage 2 Winter 2018 Cohort,1/25/18,Prefer not to answer,,1,1,1,0,1,0
0033900002EXaeQ,TM-38522,Team Member,a2639000005URF4,E-Team Stage 2 Winter 2018 Cohort,1/25/18,Another identity,Prefer not to answer,1,0,1,1,0,0
00339000029g2fu,TM-39109,Team Member,a2639000005mlRw,E-Team Stage 2 Winter 2018 Cohort,1/25/18,Prefer not to answer,Prefer not to answer,0,0,1,1,1,1
00339000029HYE8,TM-37725,Team Member,a26390000069r39,E-Team Stage 2 Winter 2018 Cohort,1/25/18,Prefer not to answer,Prefer not to answer,0,0,0,0,1,1
0033900002E1588,TM-37564,Team Member,a2639000005mmjQ,E-Team Stage 2 Winter 2018 Cohort,1/25/18,Prefer not to answer,Prefer not to answer,0,1,1,0,0,1
003390000274H6x,TM-38635,Team Lead,a26390000069r34,E-Team Stage 2 Winter 2018 Cohort,1/25/18,Prefer not to answer,No,1,1,0,0,1,1
00339000027Zat2,TM-37662,Team Lead,a26390000069r39,E-Team Stage 2 Winter 2018 Cohort,1/25/18,Another identity,,0,1,1,0,1,1
003390000241GSR,TM-37537,Team Lead,a2639000005mmjQ,E-Team Stage 2 Winter 2018 Cohort,1/25/18,,Prefer not to answer,0,1,1,0,0,0
003390000229xj5,TM-39107,Team Lead,a2639000005mlRQ,E-Team Stage 2 Winter 2018 Cohort,1/25/18,,Yes,0,1,1,0,1,1
0033900002E1Zyw,TM-37628,Team Member,a2639000005URF4,E-Team Stage 2 Winter 2018 Cohort,1/25/18,Female,Yes,1,0,1,1,0,0
0033900002EWNE3,TM-39106,Team Member,a2639000005mlRQ,E-Team Stage 2 Winter 2018 Cohort,1/25/18,,Prefer not to answer,1,0,1,1,0,0
00339000022ZTkR,TM-39108,Team Lead,a2639000005mlRw,E-Team Stage 2 Winter 2018 Cohort,1/25/18,Male,Prefer not to answer,1,1,0,0,1,0
00339000027bscS,TM-38734,Team Lead,a2639000005mmI2,E-Team Stage 2 Winter 2018 Cohort,1/25/18,Another identity,Yes,1,1,0,1,1,0
0033900002E2YFG,TM-37896,Team Member,a2639000006EUpn,E-Team Stage 2 Winter 2018 Cohort,1/25/18,Prefer not to answer,Prefer not to answer,0,1,0,1,1,0
003390000273ZhT,TM-37775,Team Lead,a2639000006EUpn,E-Team Stage 2 Winter 2018 Cohort,1/25/18,Another identity,Yes,0,0,1,0,1,1
0033900002EXlyP,TM-38633,Team Member,a2639000005URF4,E-Team Stage 2 Winter 2018 Cohort,1/25/18,Female,No,1,0,1,0,1,0
0033900002EXpVv,TM-38634,Team Member,a26390000069r3a,E-Team Stage 2 Winter 2018 Cohort,1/25/18,Male,No,1,1,0,0,0,1
00339000029gDp7,TM-38816,Team Member,a2639000005mmI2,E-Team Stage 2 Winter 2018 Cohort,1/25/18,Prefer not to answer,No,1,1,1,0,0,0
0033900002E1bgM,TM-37629,Team Member,a2639000005vQix,E-Team Stage 1 Winter 2018 Cohort,1/11/18,,Prefer not to answer,1,0,0,1,0,0
0033900002E0MMq,TM-30191,Team Lead,a2639000005vQiw,E-Team Stage 1 Winter 2018 Cohort,1/11/18,,Prefer not to answer,0,1,1,0,0,0
0033900002E19jK,TM-37565,Team Member,a2639000005vQie,E-Team Stage 1 Winter 2018 Cohort,1/11/18,Prefer not to answer,Prefer not to answer,1,1,1,0,1,1
0033900002E0P6K,TM-30192,Team Member,a2639000005vQiw,E-Team Stage 1 Winter 2018 Cohort,1/11/18,,,0,1,1,1,0,0
00339000027a2bw,TM-30174,Team Lead,a2639000005vQic,E-Team Stage 1 Winter 2018 Cohort,1/11/18,Female,,1,0,0,1,1,0
0033900002E0Hj5,TM-30187,Team Member,a2639000005vQis,E-Team Stage 1 Winter 2018 Cohort,1/11/18,Prefer not to answer,Yes,0,0,0,1,1,0
00339000022ZUN9,TM-37630,Team Lead,a2639000005vQix,E-Team Stage 1 Winter 2018 Cohort,1/11/18,Male,Yes,1,0,1,1,1,0
0033900002DytKG,TM-29976,Team Lead,a2639000006EUq2,E-Team Stage 1 Winter 2018 Cohort,1/11/18,Male,Prefer not to answer,1,1,0,1,0,1
0033900002E0pWW,TM-30229,Team Member,a2639000005vQiw,E-Team Stage 1 Winter 2018 Cohort,1/11/18,Female,Yes,1,0,0,1,1,1
0033900002E1IMC,TM-37607,Team Lead,a2639000005vQiv,E-Team Stage 1 Winter 2018 Cohort,1/11/18,,,1,1,1,0,0,1
00339000025YcS1,TM-39098,Team Lead,a2639000005vQis,E-Team Stage 1 Winter 2018 Cohort,1/11/18,Another identity,,1,0,0,0,0,1
0033900002AMtUw,TM-37627,Team Member,a2639000006EUps,E-Team Stage 1 Winter 2018 Cohort,1/11/18,Prefer not to answer,Prefer not to answer,0,1,0,1,1,0
0033900002E1J5y,TM-37604,Team Member,a2639000006EUps,E-Team Stage 1 Winter 2018 Cohort,1/11/18,Female,Prefer not to answer,1,1,1,1,0,1
0033900002E1JUF,TM-37605,Team Member,a2639000005vQiv,E-Team Stage 1 Winter 2018 Cohort,1/11/18,Another identity,Yes,1,0,0,1,1,1
0033900002E1HP1,TM-39099,Team Lead,a2639000006EUq7,E-Team Stage 1 Winter 2018 Cohort,1/11/18,Female,Yes,0,0,0,0,0,1
0033900002DUlkk,TM-29720,Team Lead,a2639000005vQie,E-Team Stage 1 Winter 2018 Cohort,1/11/18,,Prefer not to answer,0,1,1,1,0,1
0033900002E1Fgy,TM-39100,Team Member,a2639000006EUq7,E-Team Stage 1 Winter 2018 Cohort,1/11/18,Male,,1,0,1,1,1,0
0033900002BeUNY,TM-37715,Team Member,a2639000006EUps,E-Team Stage 1 Winter 2018 Cohort,1/11/18,Prefer not to answer,No,0,0,1,1,0,0
0033900002E0C9A,TM-30182,Team Member,a2639000005vQic,E-Team Stage 1 Winter 2018 Cohort,1/11/18,Prefer not to answer,Prefer not to answer,1,1,0,0,0,0
0033900002E21jp,TM-37763,Team Member,a2639000006EUq2,E-Team Stage 1 Winter 2018 Cohort,1/11/18,,,1,0,1,1,1,0
0033900002E22Zm,TM-37764,Team Member,a2639000006EUpx,E-Team Stage 1 Winter 2018 Cohort,1/11/18,Prefer not to answer,No,0,0,0,0,0,0
0033900002E2FAz,TM-37776,Team Member,a2639000006EUpx,E-Team Stage 1 Winter 2018 Cohort,1/11/18,Female,No,0,0,1,0,0,1
00339000029h8OF,TM-37762,Team Member,a2639000006EUq2,E-Team Stage 1 Winter 2018 Cohort,1/11/18,Male,Prefer not to answer,0,1,0,0,0,1
0033900002BYbG1,TM-30176,Team Lead,a2639000006EUpx,E-Team Stage 1 Winter 2018 Cohort,1/11/18,Male,,1,1,1,0,0,0
0033900002DzslM,TM-30175,Team Member,a2639000005vQis,E-Team Stage 1 Winter 2018 Cohort,1/11/18,Female,,0,0,1,0,1,1
0033900002B2OC4,TM-37606,Team Lead,a2639000006EUps,E-Team Stage 1 Winter 2018 Cohort,1/11/18,,Yes,1,0,0,1,1,0
00339000023zeE9,TM-19858,Team Lead,a2639000005mmjG,ASPIRE for Cleantech & Sustainability Startups 2017,9/11/17,Another identity,,0,1,1,1,0,0
0033900002B1RGC,TM-20264,Team Lead,a2639000005vQk5,ASPIRE for Cleantech & Sustainability Startups 2017,9/11/17,Female,No,0,0,1,0,1,0
0033900002B1CSO,TM-20265,Team Lead,a2639000005vQk4,ASPIRE for Cleantech & Sustainability Startups 2017,9/11/17,Prefer not to answer,Yes,0,0,1,0,0,1
0033900002FXLJA,TM-20266,Team Member,a2639000005mmI2,ASPIRE for Cleantech & Sustainability Startups 2017,9/11/17,Male,,0,0,0,1,0,0
00339000027bscS,TM-20267,Team Lead,a2639000005mmI2,ASPIRE for Cleantech & Sustainability Startups 2017,9/11/17,Female,Yes,1,0,0,0,1,1
0033900002B18fM,TM-20268,Team Lead,a2639000005vQk3,ASPIRE for Cleantech & Sustainability Startups 2017,9/11/17,Female,,0,1,1,0,0,1
0033900002BdzWl,TM-20269,Team Member,a2639000005vQk2,ASPIRE for Cleantech & Sustainability Startups 2017,9/11/17,Prefer not to answer,No,1,0,1,0,0,1
0033900002BeP7V,TM-20270,Team Member,a2639000005vQk2,ASPIRE for Cleantech & Sustainability Startups 2017,9/11/17,Another identity,Yes,1,1,0,0,1,0
0033900002B1GTt,TM-20271,Team Lead,a2639000005vQk1,ASPIRE for Cleantech & Sustainability Startups 2017,9/11/17,Male,Yes,1,1,1,1,1,0
0033900002B1sUr,TM-20272,Team Lead,a2639000005vQk0,ASPIRE for Cleantech & Sustainability Startups 2017,9/11/17,,Prefer not to answer,1,0,1,1,0,1
0033900002B0PsU,TM-20275,Team Lead,a2639000005vQk2,ASPIRE for Cleantech & Sustainability Startups 2017,9/11/17,Female,Prefer not to answer,0,1,1,1,1,0
003390000271NTJ,TM-19859,Team Member,a2639000005mmk9,ASPIRE for Cleantech & Sustainability Startups 2017,9/11/17,Male,Prefer not to answer,0,1,0,1,1,1
00339000023HXdh,TM-19857,Team Lead,a2639000005mmk9,ASPIRE for Cleantech & Sustainability Startups 2017,9/11/17,Male,Yes,0,1,0,1,1,1
0033900002ALnWM,TM-19860,Team Lead,a2639000000TCTL,ASPIRE for Cleantech & Sustainability Startups 2017,9/11/17,Male,,1,0,0,0,1,0
00339000027ZEZ4,TM-14513,Team Member,a2639000005mmoA,E-Team Stage 2 Summer 2017 Cohort,8/10/17,Male,Yes,1,0,1,0,0,0
00339000023zuk2,TM-14470,Team Lead,a2639000005mmhE,E-Team Stage 2 Summer 2017 Cohort,8/10/17,Female,,1,0,0,1,0,0
003390000270frg,TM-18440,Team Member,a2639000005mmjG,E-Team Stage 2 Summer 2017 Cohort,8/10/17,,No,1,1,0,0,1,0
00339000023zuex,TM-18447,Team Member,a2639000005mmhE,E-Team Stage 2 Summer 2017 Cohort,8/10/17,Female,,0,0,1,1,0,1
0033900001vodrG,TM-14994,Team Lead,a2639000005URDF,E-Team Stage 2 Summer 2017 Cohort,8/10/17,Male,,0,0,0,1,0,1
00339000024is25,TM-14979,Team Lead,a2639000005URDF,E-Team Stage 2 Summer 2017 Cohort,8/10/17,Prefer not to answer,,0,1,1,0,1,0
003390000271NTJ,TM-14472,Team Member,a2639000005mmk9,E-Team Stage 2 Summer 2017 Cohort,8/10/17,Female,No,0,0,0,1,1,0
00339000023zuCF,TM-14976,Team Lead,a2639000005mmhC,E-Team Stage 2 Summer 2017 Cohort,8/10/17,Another identity,,0,0,1,1,1,1
00339000023HXdh,TM-14300,Team Lead,a2639000005mmk9,E-Team Stage 2 Summer 2017 Cohort,8/10/17,,No,1,0,1,1,0,0
00339000023zeE9,TM-14146,Team Lead,a2639000005mmjG,E-Team Stage 2 Summer 2017 Cohort,8/10/17,,,1,0,0,0,1,1
0033900002AKPCU,TM-15096,Team Member,a2639000005mmhC,E-Team Stage 2 Summer 2017 Cohort,8/10/17,Female,,1,0,1,1,1,0
00339000023yLeg,TM-14145,Team Lead,a2639000005mmh6,E-Team Stage 2 Summer 2017 Cohort,8/10/17,Female,No,1,0,0,1,1,1
00339000023yLdY,TM-14996,Team Member,a2639000005mmh6,E-Team Stage 2 Summer 2017 Cohort,8/10/17,,No,1,1,1,1,0,1
00339000024jnJS,TM-14995,Team Member,a2639000005URDF,E-Team Stage 2 Summer 2017 Cohort,8/10/17,Female,Yes,1,1,1,0,0,0
0033900002726Eh,TM-14977,Team Member,a2639000005mmoA,E-Team Stage 2 Summer 2017 Cohort,8/10/17,,Prefer not to answer,0,0,0,0,0,1
00339000029f2q3,TM-14125,Team Lead,a26390000069r3Q,E-Team Stage 1 Summer 2017 Cohort,7/27/17,Female,Prefer not to answer,1,0,1,1,1,1
00339000029II0W,TM-14108,Team Lead,a2639000005mmjV,E-Team Stage 1 Summer 2017 Cohort,7/27/17,Male,No,0,1,1,0,1,0
00339000027YEEe,TM-14107,Team Member,a2639000005mmjV,E-Team Stage 1 Summer 2017 Cohort,7/27/17,Male,No,1,1,1,0,0,1
003390000274H6x,TM-14112,Team Lead,a26390000069r34,E-Team Stage 1 Summer 2017 Cohort,7/27/17,Another identity,Prefer not to answer,0,1,1,1,0,1
00339000024kpz1,TM-14114,Team Lead,a26390000069r35,E-Team Stage 1 Summer 2017 Cohort,7/27/17,Male,,0,1,1,1,1,1
003390000270g0l,TM-14115,Team Lead,a26390000069r36,E-Team Stage 1 Summer 2017 Cohort,7/27/17,,,0,1,0,0,1,0
0037000001sGG15,TM-14116,Team Lead,a26390000069r37,E-Team Stage 1 Summer 2017 Cohort,7/27/17,,Prefer not to answer,0,1,1,1,0,1
00339000028IFAp,TM-14117,Team Lead,a26390000069r38,E-Team Stage 1 Summer 2017 Cohort,7/27/17,Prefer not to answer,No,0,0,1,1,0,0
00339000027Zat2,TM-14118,Team Member,a26390000069r39,E-Team Stage 1 Summer 2017 Cohort,7/27/17,Another identity,,0,0,0,0,0,0
00339000029HYE8,TM-14119,Team Member,a26390000069r39,E-Team Stage 1 Summer 2017 Cohort,7/27/17,Another identity,,0,0,1,0,0,0
00339000027bp5i,TM-14120,Team Lead,a26390000069r3A,E-Team Stage 1 Summer 2017 Cohort,7/27/17,Female,,0,1,0,1,0,1
0033900002817ZR,TM-14109,Team Member,a26390000069r2T,E-Team Stage 1 Summer 2017 Cohort,7/27/17,Another identity,Prefer not to answer,1,1,1,0,0,1
00339000029Gta8,TM-14110,Team Lead,a26390000069r2T,E-Team Stage 1 Summer 2017 Cohort,7/27/17,Prefer not to answer,,1,0,1,1,0,1
00339000029HhH1,TM-14111,Team Member,a26390000069r2T,E-Team Stage 1 Summer 2017 Cohort,7/27/17,,No,0,1,1,1,0,1
00339000029g7oL,TM-14385,Team Member,a26390000069r3L,E-Team Stage 1 Summer 2017 Cohort,7/27/17,Another identity,Prefer not to answer,1,1,1,1,0,1
00339000027bnuc,TM-14321,Team Member,a26390000069r3L,E-Team Stage 1 Summer 2017 Cohort,7/27/17,,Yes,0,1,1,1,1,0
00339000029gDp7,TM-14469,Team Member,a2639000005mmI2,E-Team Stage 1 Summer 2017 Cohort,7/27/17,,Yes,1,1,1,1,0,1
00339000029g2fu,TM-14322,Team Member,a2639000005mlRw,E-Team Stage 1 Summer 2017 Cohort,7/27/17,Another identity,,0,1,0,0,0,1
00339000029fsVG,TM-14302,Team Member,a26390000069r36,E-Team Stage 1 Summer 2017 Cohort,7/27/17,Female,,1,0,0,0,0,1
00339000029g7Nt,TM-14375,Team Member,a26390000069r3V,E-Team Stage 1 Summer 2017 Cohort,7/27/17,,No,1,0,0,1,0,1
00339000027bBpg,TM-14471,Team Lead,a26390000069r3B,E-Team Stage 1 Summer 2017 Cohort,7/27/17,Male,,0,0,1,0,1,1
00339000029g5CM,TM-14356,Team Member,a26390000069r3V,E-Team Stage 1 Summer 2017 Cohort,7/27/17,Male,Prefer not to answer,1,1,1,1,0,1
00339000029fpYr,TM-14301,Team Lead,a26390000069r3a,E-Team Stage 1 Summer 2017 Cohort,7/27/17,Female,,1,1,1,1,1,1
00339000029fjmY,TM-14242,Team Member,a26390000069r3Q,E-Team Stage 1 Summer 2017 Cohort,7/27/17,Female,Prefer not to answer,0,1,1,0,1,0
